zona,bairro,local,endereco,secao,denise,helenir,total
59,Capão da Porteira,EE FRANCISCO CANQUERINI,"RS 040, KM 50 - PDA. 133, CAPÃO DA PORTEIRA",32,2,3,5
59,Capão da Porteira,EE FRANCISCO CANQUERINI,"RS 040, KM 50 - PDA. 133, CAPÃO DA PORTEIRA",129,1,1,2
59,Centro,CENTRO DE FORMAÇÃO PROFISSIONAL WALTER GRAF,"RUA MARECHAL DEODORO, 220, CENTRO",177,2,1,3
59,Centro,CENTRO DE FORMAÇÃO PROFISSIONAL WALTER GRAF,"RUA MARECHAL DEODORO, 220, CENTRO",324,3,4,7
59,Centro,CENTRO DE FORMAÇÃO PROFISSIONAL WALTER GRAF,"RUA MARECHAL DEODORO, 220, CENTRO",355,0,2,2
59,Centro,COLÉGIO ADVENTISTA DE VIAMÃO,"RUA GENERAL CÂMARA, 226, CENTRO",13,1,2,3
59,Centro,COLÉGIO ADVENTISTA DE VIAMÃO,"RUA GENERAL CÂMARA, 226, CENTRO",29,2,1,3
59,Centro,COLÉGIO ADVENTISTA DE VIAMÃO,"RUA GENERAL CÂMARA, 226, CENTRO",118,1,3,4
59,Centro,COLÉGIO ADVENTISTA DE VIAMÃO,"RUA GENERAL CÂMARA, 226, CENTRO",269,1,0,1
59,Centro,COLÉGIO ADVENTISTA DE VIAMÃO,"RUA GENERAL CÂMARA, 226, CENTRO",331,1,2,3
59,Centro,COLÉGIO ADVENTISTA DE VIAMÃO,"RUA GENERAL CÂMARA, 226, CENTRO",368,1,2,3
59,Centro,COLÉGIO ADVENTISTA DE VIAMÃO,"RUA GENERAL CÂMARA, 226, CENTRO",416,3,3,6
59,Centro,COLÉGIO ESTADUAL CECILIA MEIRELES,"RUA ALCIDES MAIA, 390, CENTRO",27,2,0,2
59,Centro,COLÉGIO ESTADUAL CECILIA MEIRELES,"RUA ALCIDES MAIA, 390, CENTRO",173,2,2,4
59,Centro,COLÉGIO ESTADUAL CECILIA MEIRELES,"RUA ALCIDES MAIA, 390, CENTRO",330,1,0,1
59,Centro,COLÉGIO ESTADUAL CECILIA MEIRELES,"RUA ALCIDES MAIA, 390, CENTRO",390,3,2,5
59,Centro,COLÉGIO ESTADUAL CECILIA MEIRELES,"RUA ALCIDES MAIA, 390, CENTRO",426,2,1,3
59,Centro,COLÉGIO ESTADUAL CECILIA MEIRELES,"RUA ALCIDES MAIA, 390, CENTRO",516,1,0,1
59,Centro,COLÉGIO STELLA MARIS,"AVENIDA CEL MÁRIO ANTUNES DA VEIGA, 453, CENTRO",41,2,1,3
59,Centro,COLÉGIO STELLA MARIS,"AVENIDA CEL MÁRIO ANTUNES DA VEIGA, 453, CENTRO",135,3,2,5
59,Centro,COLÉGIO STELLA MARIS,"AVENIDA CEL MÁRIO ANTUNES DA VEIGA, 453, CENTRO",239,3,3,6
59,Centro,COLÉGIO STELLA MARIS,"AVENIDA CEL MÁRIO ANTUNES DA VEIGA, 453, CENTRO",361,3,4,7
59,Centro,COLÉGIO STELLA MARIS,"AVENIDA CEL MÁRIO ANTUNES DA VEIGA, 453, CENTRO",389,3,2,5
59,Centro,COLÉGIO STELLA MARIS,"AVENIDA CEL MÁRIO ANTUNES DA VEIGA, 453, CENTRO",412,1,2,3
59,Centro,COLÉGIO STELLA MARIS,"AVENIDA CEL MÁRIO ANTUNES DA VEIGA, 453, CENTRO",434,3,1,4
59,Centro,SALÃO PAROQUIAL DA IGREJA NOSSA SENHORA DA CONCEIÇÃO,"PRAÇA CÔNEGO BERNARDO MACHADO DOS SANTOS, 53, CENTRO",70,2,0,2
59,Centro,SALÃO PAROQUIAL DA IGREJA NOSSA SENHORA DA CONCEIÇÃO,"PRAÇA CÔNEGO BERNARDO MACHADO DOS SANTOS, 53, CENTRO",144,3,4,7
59,Centro,SALÃO PAROQUIAL DA IGREJA NOSSA SENHORA DA CONCEIÇÃO,"PRAÇA CÔNEGO BERNARDO MACHADO DOS SANTOS, 53, CENTRO",164,3,1,4
59,Cocão,EMEF GUERREIRO LIMA,"RUA ITAPIRANGA, S/N, COCÃO",585,2,1,3
59,Elsa,EEEM NISIA FLORESTA,"RUA PEDRO JOSÉ MAURÍCIO, S/N, ELSA",4,1,0,1
59,Elsa,EEEM NISIA FLORESTA,"RUA PEDRO JOSÉ MAURÍCIO, S/N, ELSA",138,0,2,2
59,Elsa,EEEM NISIA FLORESTA,"RUA PEDRO JOSÉ MAURÍCIO, S/N, ELSA",167,3,1,4
59,Elsa,EEEM NISIA FLORESTA,"RUA PEDRO JOSÉ MAURÍCIO, S/N, ELSA",191,1,0,1
59,Elsa,EEEM NISIA FLORESTA,"RUA PEDRO JOSÉ MAURÍCIO, S/N, ELSA",211,0,1,1
59,Elsa,EEEM NISIA FLORESTA,"RUA PEDRO JOSÉ MAURÍCIO, S/N, ELSA",234,2,0,2
59,Elsa,EEEM NISIA FLORESTA,"RUA PEDRO JOSÉ MAURÍCIO, S/N, ELSA",248,1,1,2
59,Elsa,EEEM NISIA FLORESTA,"RUA PEDRO JOSÉ MAURÍCIO, S/N, ELSA",287,0,2,2
59,Elsa,EEEM NISIA FLORESTA,"RUA PEDRO JOSÉ MAURÍCIO, S/N, ELSA",395,0,1,1
59,Elsa,EEEM NISIA FLORESTA,"RUA PEDRO JOSÉ MAURÍCIO, S/N, ELSA",449,1,0,1
59,Elsa,EMEF JARDIM VIAMAR,"RUA UMBÚ, S/N, ELSA",302,5,4,9
59,Elsa,EMEF JARDIM VIAMAR,"RUA UMBÚ, S/N, ELSA",381,4,2,6
59,Elsa,EMEF JARDIM VIAMAR,"RUA UMBÚ, S/N, ELSA",425,1,1,2
59,Elsa,EMEF JARDIM VIAMAR,"RUA UMBÚ, S/N, ELSA",448,3,0,3
59,Elsa,EMEF JARDIM VIAMAR,"RUA UMBÚ, S/N, ELSA",523,3,6,9
59,Elsa,EMEF JARDIM VIAMAR,"RUA UMBÚ, S/N, ELSA",580,0,1,1
59,Elsa,EMEF MONTEIRO LOBATO,"RUA DO ARPOADOR, 37, ELSA",18,4,2,6
59,Elsa,EMEF MONTEIRO LOBATO,"RUA DO ARPOADOR, 37, ELSA",286,3,1,4
59,Elsa,EMEF MONTEIRO LOBATO,"RUA DO ARPOADOR, 37, ELSA",575,1,0,1
59,Estalagem,EEEF ANTÔNIO DE SOUZA NETO,"RUA GUSTAVO ADOLFO ALBRECH, S/N, ESTALAGEM",20,3,3,6
59,Estalagem,EEEF ANTÔNIO DE SOUZA NETO,"RUA GUSTAVO ADOLFO ALBRECH, S/N, ESTALAGEM",134,0,2,2
59,Estalagem,EEEF ANTÔNIO DE SOUZA NETO,"RUA GUSTAVO ADOLFO ALBRECH, S/N, ESTALAGEM",212,2,2,4
59,Estalagem,EEEF ANTÔNIO DE SOUZA NETO,"RUA GUSTAVO ADOLFO ALBRECH, S/N, ESTALAGEM",294,2,1,3
59,Estalagem,EEEF ANTÔNIO DE SOUZA NETO,"RUA GUSTAVO ADOLFO ALBRECH, S/N, ESTALAGEM",387,3,2,5
59,Estalagem,EEEF ANTÔNIO DE SOUZA NETO,"RUA GUSTAVO ADOLFO ALBRECH, S/N, ESTALAGEM",410,4,3,7
59,Estalagem,EEEF ANTÔNIO DE SOUZA NETO,"RUA GUSTAVO ADOLFO ALBRECH, S/N, ESTALAGEM",503,3,1,4
59,Estalagem,EEEM PROFESSORA CÉLIA FLORES LAVRA PINTO,"TRAVESSA ADOLFO SAMPAIO BITENCOURT, 225, ESTALAGEM",21,4,2,6
59,Estalagem,EEEM PROFESSORA CÉLIA FLORES LAVRA PINTO,"TRAVESSA ADOLFO SAMPAIO BITENCOURT, 225, ESTALAGEM",71,0,1,1
59,Estalagem,EEEM PROFESSORA CÉLIA FLORES LAVRA PINTO,"TRAVESSA ADOLFO SAMPAIO BITENCOURT, 225, ESTALAGEM",214,3,3,6
59,Estalagem,EEEM PROFESSORA CÉLIA FLORES LAVRA PINTO,"TRAVESSA ADOLFO SAMPAIO BITENCOURT, 225, ESTALAGEM",270,2,1,3
59,Estalagem,EEEM PROFESSORA CÉLIA FLORES LAVRA PINTO,"TRAVESSA ADOLFO SAMPAIO BITENCOURT, 225, ESTALAGEM",343,1,3,4
59,Estalagem,EEEM PROFESSORA CÉLIA FLORES LAVRA PINTO,"TRAVESSA ADOLFO SAMPAIO BITENCOURT, 225, ESTALAGEM",433,3,3,6
59,Estância Grande,EMEF CORACY PRATES DA VEIGA,"ESTRADA PASSO DO MELO, S/N, ESTÂNCIA GRANDE",11,8,0,8
59,Fiuza,EMEF MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,"RUA PRESIDENTE CASTELO BRANCO, 151, FIUZA",6,3,2,5
59,Fiuza,EMEF MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,"RUA PRESIDENTE CASTELO BRANCO, 151, FIUZA",8,3,4,7
59,Fiuza,EMEF MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,"RUA PRESIDENTE CASTELO BRANCO, 151, FIUZA",112,2,2,4
59,Fiuza,EMEF MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,"RUA PRESIDENTE CASTELO BRANCO, 151, FIUZA",136,3,4,7
59,Fiuza,EMEF MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,"RUA PRESIDENTE CASTELO BRANCO, 151, FIUZA",186,2,1,3
59,Fiuza,EMEF MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,"RUA PRESIDENTE CASTELO BRANCO, 151, FIUZA",237,2,2,4
59,Fiuza,EMEF MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,"RUA PRESIDENTE CASTELO BRANCO, 151, FIUZA",406,1,0,1
59,Fiuza,EMEF PROFESSOR BARRETO VIANA,"RUA TULIPA, 37, FIUZA",512,1,1,2
59,Fiuza,EMEF PROFESSOR BARRETO VIANA,"RUA TULIPA, 37, FIUZA",586,2,1,3
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",5,1,2,3
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",25,2,5,7
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",92,1,0,1
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",102,2,1,3
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",143,0,1,1
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",153,1,1,2
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",184,1,0,1
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",209,2,2,4
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",236,1,2,3
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",310,2,2,4
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",353,2,3,5
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",382,1,1,2
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",399,1,1,2
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",432,2,2,4
59,Krahe,COLÉGIO MARISTA NOSSA SENHORA DAS GRAÇAS,"AVENIDA SENADOR SALGADO FILHO, 8326, KRAHE",519,3,2,5
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",12,3,4,7
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",24,2,4,6
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",67,3,2,5
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",116,4,4,8
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",157,3,2,5
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",188,2,2,4
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",201,4,3,7
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",265,1,2,3
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",306,4,4,8
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",333,2,1,3
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",362,3,2,5
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",370,3,4,7
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",398,3,1,4
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",500,4,3,7
59,Krahe,EEEM AÇORIANOS,"RUA ALMEIDA ROSA, 151, KRAHE",517,4,5,9
59,Krahe,EMEF FREDERICO DIHL,"RUA ALEXANDRE BRAGA, S/N, KRAHE",256,3,4,7
59,Krahe,EMEF FREDERICO DIHL,"RUA ALEXANDRE BRAGA, S/N, KRAHE",316,2,2,4
59,Krahe,EMEF FREDERICO DIHL,"RUA ALEXANDRE BRAGA, S/N, KRAHE",359,2,4,6
59,Krahe,EMEF FREDERICO DIHL,"RUA ALEXANDRE BRAGA, S/N, KRAHE",407,5,6,11
59,Krahe,EMEF FREDERICO DIHL,"RUA ALEXANDRE BRAGA, S/N, KRAHE",511,0,1,1
59,Krahe,EMEF FREDERICO DIHL,"RUA ALEXANDRE BRAGA, S/N, KRAHE",583,2,0,2
59,Krahe,EMEF NOSSA SENHORA DA CONCEIÇÃO,"AVENIDA JARDIM LISBOA, 266, KRAHE",46,1,0,1
59,Krahe,EMEF NOSSA SENHORA DA CONCEIÇÃO,"AVENIDA JARDIM LISBOA, 266, KRAHE",148,2,3,5
59,Krahe,EMEF NOSSA SENHORA DA CONCEIÇÃO,"AVENIDA JARDIM LISBOA, 266, KRAHE",215,1,4,5
59,Krahe,EMEF NOSSA SENHORA DA CONCEIÇÃO,"AVENIDA JARDIM LISBOA, 266, KRAHE",377,1,0,1
59,Martinica,EEEF ADONIS DOS SANTOS,"RUA TORRES, S/N, MARTINICA",525,2,1,3
59,Martinica,EEEF ADONIS DOS SANTOS,"RUA TORRES, S/N, MARTINICA",526,2,1,3
59,Martinica,EEEF ADONIS DOS SANTOS,"RUA TORRES, S/N, MARTINICA",528,3,2,5
59,Martinica,EEEF ADONIS DOS SANTOS,"RUA TORRES, S/N, MARTINICA",529,1,0,1
59,Martinica,EEEF ADONIS DOS SANTOS,"RUA TORRES, S/N, MARTINICA",531,2,1,3
59,Martinica,EEEF ADONIS DOS SANTOS,"RUA TORRES, S/N, MARTINICA",533,3,1,4
59,Martinica,EEEF ADONIS DOS SANTOS,"RUA TORRES, S/N, MARTINICA",534,1,0,1
59,Martinica,EEEM ORIETA,"RUA PEDRO MOREIRA LOBATO, 120, MARTINICA",550,3,1,4
59,Martinica,EEEM ORIETA,"RUA PEDRO MOREIRA LOBATO, 120, MARTINICA",551,5,4,9
59,Martinica,EEEM ORIETA,"RUA PEDRO MOREIRA LOBATO, 120, MARTINICA",552,3,3,6
59,Martinica,EEEM ORIETA,"RUA PEDRO MOREIRA LOBATO, 120, MARTINICA",553,4,2,6
59,Martinica,EEEM ORIETA,"RUA PEDRO MOREIRA LOBATO, 120, MARTINICA",554,2,1,3
59,Martinica,EEEM ORIETA,"RUA PEDRO MOREIRA LOBATO, 120, MARTINICA",555,5,3,8
59,Martinica,EEEM ORIETA,"RUA PEDRO MOREIRA LOBATO, 120, MARTINICA",556,3,0,3
59,Morro Grande,EMEF CORONEL AUGUSTO FRAGA,"RS 040, KM 33 - PDA. 100, MORRO GRANDE",45,1,1,2
59,Morro Grande,EMEF CORONEL AUGUSTO FRAGA,"RS 040, KM 33 - PDA. 100, MORRO GRANDE",404,2,3,5
59,Passo do Vigário,EEEF CANADÁ,"RUA JOSÉ GARIBALDI, 5500 -ROD. PASSO DO VIGÁRIO, PASSO DO VIGÁRIO",9,3,4,7
59,Passo do Vigário,EEEF CANADÁ,"RUA JOSÉ GARIBALDI, 5500 -ROD. PASSO DO VIGÁRIO, PASSO DO VIGÁRIO",174,2,3,5
59,Passo do Vigário,EMEF DOM DIOGO DE SOUZA,"RUA DOIS (CONDADO DE VALENÇA), S/N, PASSO DO VIGÁRIO",524,5,3,8
59,Passo do Vigário,EMEF DOM DIOGO DE SOUZA,"RUA DOIS (CONDADO DE VALENÇA), S/N, PASSO DO VIGÁRIO",573,3,0,3
59,Passo do Vigário,EMEF DOM DIOGO DE SOUZA,"RUA DOIS (CONDADO DE VALENÇA), S/N, PASSO DO VIGÁRIO",581,3,3,6
59,Santo Onofre,EMEF RECANTO DA LAGOA,"RUA LAGOA MIRIM, S/N, SANTO ONOFRE",567,2,1,3
59,Santo Onofre,EMEF RECANTO DA LAGOA,"RUA LAGOA MIRIM, S/N, SANTO ONOFRE",568,3,2,5
59,Santo Onofre,EMEF RECANTO DA LAGOA,"RUA LAGOA MIRIM, S/N, SANTO ONOFRE",569,5,2,7
59,Santo Onofre,EMEF RECANTO DA LAGOA,"RUA LAGOA MIRIM, S/N, SANTO ONOFRE",570,4,2,6
59,Santo Onofre,EMEF RECANTO DA LAGOA,"RUA LAGOA MIRIM, S/N, SANTO ONOFRE",571,2,1,3
59,Santo Onofre,EMEF RECANTO DA LAGOA,"RUA LAGOA MIRIM, S/N, SANTO ONOFRE",572,3,1,4
59,Santo Onofre,EMEF SANTA MARIA,"ESTRADA DOS CUNHA, 820, SANTO ONOFRE",43,2,1,3
59,Santo Onofre,EMEF SANTA MARIA,"ESTRADA DOS CUNHA, 820, SANTO ONOFRE",120,6,2,8
59,Santo Onofre,EMEF SANTA MARIA,"ESTRADA DOS CUNHA, 820, SANTO ONOFRE",192,1,1,2
59,Santo Onofre,EMEF SANTA MARIA,"ESTRADA DOS CUNHA, 820, SANTO ONOFRE",305,2,1,3
59,Santo Onofre,EMEF SANTA MARIA,"ESTRADA DOS CUNHA, 820, SANTO ONOFRE",342,1,1,2
59,Santo Onofre,EMEF SANTA MARIA,"ESTRADA DOS CUNHA, 820, SANTO ONOFRE",366,3,3,6
59,Santo Onofre,EMEF SANTA MARIA,"ESTRADA DOS CUNHA, 820, SANTO ONOFRE",446,3,2,5
59,São Lucas,EMEF DOUTOR GLÊNIO PERES,"RUA FRANCISCO MANOEL DA SILVA, 625, SÃO LUCAS",271,2,2,4
59,São Lucas,EMEF DOUTOR GLÊNIO PERES,"RUA FRANCISCO MANOEL DA SILVA, 625, SÃO LUCAS",338,3,1,4
59,São Lucas,EMEF DOUTOR GLÊNIO PERES,"RUA FRANCISCO MANOEL DA SILVA, 625, SÃO LUCAS",391,1,1,2
59,São Lucas,EMEF DOUTOR GLÊNIO PERES,"RUA FRANCISCO MANOEL DA SILVA, 625, SÃO LUCAS",505,2,2,4
59,São Lucas,EMEF DOUTOR GLÊNIO PERES,"RUA FRANCISCO MANOEL DA SILVA, 625, SÃO LUCAS",578,4,3,7
59,São Lucas,EMEF FARROUPILHA,"AVENIDA SENADOR SALGADO FILHO, 6031 - PDA. 46, SÃO LUCAS",1,4,1,5
59,São Lucas,EMEF FARROUPILHA,"AVENIDA SENADOR SALGADO FILHO, 6031 - PDA. 46, SÃO LUCAS",60,4,4,8
